Location,Area,BHK,Bathrooms,Property Age,Furnishing Status,Amenities,Price
Banashankari,1183,2,2.0,0.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Tennis Court",9830000
HSR Layout,3091,4,4.0,27.0,Semi-Furnished,"Children's Play Area, Gym, Intercom, Jogging Track, Tennis Court",27960000
Marathahalli,2343,4,4.0,,Unfurnished,"Covered Parking, Intercom, Power Backup, Swimming Pool",17380000
Whitefield,1044,2,2.0,2.0,Furnished,"24/7 Security, Clubhouse, Gym, Intercom, Jogging Track",6500000
Koramangala,1956,3,3.0,28.0,Semi-Furnished,"24/7 Security, Clubhouse, Landscaped Garden, Swimming Pool",17520000
Yelahanka,1282,2,2.0,6.0,Unfurnished,"High-Speed Elevators, Jogging Track, Swimming Pool, Tennis Court",7320000
Electronic City,1329,2,2.0,1.0,Semi-Furnished,"24/7 Security, Jogging Track, Power Backup",7350000
Jayanagar,1610,3,2.0,,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Landscaped Garden, Swimming Pool",18390000
Jayanagar,1629,3,2.0,1.0,Furnished,"Clubhouse, Covered Parking, Intercom",17400000
Hebbal,1901,3,2.0,5.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Swimming Pool, Tennis Court",14980000
Whitefield,2375,4,4.0,7.0,Unfurnished,"24/7 Security, High-Speed Elevators, Jogging Track",12720000
HSR Layout,1642,3,3.0,3.0,Furnished,"24/7 Security, Children's Play Area, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",18970000
Marathahalli,951,2,2.0,2.0,Unfurnished,"Children's Play Area, Covered Parking, Jogging Track, Power Backup, Tennis Court",5450000
Electronic City,2695,4,4.0,8.0,Unfurnished,"Clubhouse, High-Speed Elevators, Jogging Track",13420000
Jayanagar,579,1,1.0,11.0,Unfurnished,"24/7 Security, Clubhouse, Jogging Track, Tennis Court",5320000
Rajajinagar,2100,4,4.0,0.0,Furnished,"Gym, High-Speed Elevators",27910000
Koramangala,1403,3,3.0,7.0,Semi-Furnished,"24/7 Security, Gym, Swimming Pool, Tennis Court",15150000
Electronic City,1053,2,1.0,4.0,Semi-Furnished,"High-Speed Elevators, Jogging Track, Tennis Court",5370000
Bellandur,1075,2,1.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, Jogging Track, Tennis Court",8900000
Hebbal,1414,2,2.0,1.0,Semi-Furnished,"Covered Parking, Landscaped Garden, Power Backup",10720000
Jayanagar,1835,3,2.0,0.0,Furnished,"24/7 Security, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Power Backup, Swimming Pool",25440000
Koramangala,568,1,1.0,,Semi-Furnished,"Covered Parking, Gym, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",5440000
Electronic City,800,2,2.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Intercom, Landscaped Garden, Swimming Pool, Tennis Court",4440000
Indiranagar,3800,5,4.0,4.0,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Jogging Track, Landscaped Garden, Swimming Pool",49600000
Malleshwaram,1363,2,2.0,0.0,Semi-Furnished,"Children's Play Area, Clubhouse, Jogging Track",13280000
Whitefield,1405,3,3.0,3.0,Furnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Tennis Court",10110000
Malleshwaram,811,2,2.0,12.0,Semi-Furnished,"Clubhouse, Gym, Jogging Track, Power Backup",7390000
HSR Layout,1271,2,2.0,6.0,Furnished,"Children's Play Area, Clubhouse, Intercom, Swimming Pool",10760000
Indiranagar,1185,2,2.0,3.0,Unfurnished,"Children's Play Area, Swimming Pool, Tennis Court",13380000
Sarjapur Road,1814,3,3.0,28.0,Unfurnished,"24/7 Security, Clubhouse, Intercom, Jogging Track, Power Backup",10590000
Malleshwaram,1202,2,2.0,12.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Jogging Track, Power Backup, Tennis Court",11250000
Hebbal,1078,2,2.0,6.0,Semi-Furnished,"24/7 Security, Covered Parking, Landscaped Garden",8840000
Marathahalli,1810,3,3.0,4.0,Furnished,"Clubhouse, Covered Parking, Intercom, Jogging Track, Swimming Pool, Tennis Court",15140000
Indiranagar,1141,2,2.0,7.0,Semi-Furnished,"Covered Parking, Jogging Track, Power Backup",13220000
Electronic City,800,2,2.0,9.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Jogging Track, Power Backup",4240000
Sarjapur Road,2614,4,4.0,5.0,Semi-Furnished,"Intercom, Landscaped Garden, Tennis Court",20960000
Whitefield,551,1,1.0,3.0,Furnished,"High-Speed Elevators, Jogging Track, Tennis Court",2750000
Bellandur,1626,3,3.0,4.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators, Tennis Court",13760000
HSR Layout,1028,2,2.0,3.0,Furnished,"24/7 Security, Children's Play Area",10120000
Bellandur,1927,3,2.0,11.0,Semi-Furnished,"Gym, Jogging Track, Power Backup, Swimming Pool, Tennis Court",15360000
Malleshwaram,782,1,1.0,3.0,Semi-Furnished,"Clubhouse, Covered Parking, Intercom, Landscaped Garden, Swimming Pool, Tennis Court",9430000
Indiranagar,1544,3,3.0,6.0,Furnished,"Children's Play Area, Gym, Power Backup, Swimming Pool",19930000
Indiranagar,1300,3,2.0,4.0,Semi-Furnished,"24/7 Security, Intercom, Landscaped Garden, Power Backup",14710000
Rajajinagar,747,1,1.0,4.0,Furnished,"Jogging Track, Tennis Court",6520000
Marathahalli,800,2,2.0,8.0,Unfurnished,"Children's Play Area, Covered Parking, Tennis Court",4620000
Malleshwaram,800,2,2.0,,Furnished,"24/7 Security, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Tennis Court",8350000
Koramangala,1126,2,2.0,14.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators",13700000
Malleshwaram,1679,3,3.0,8.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Jogging Track, Landscaped Garden, Tennis Court",18120000
Whitefield,1307,2,2.0,1.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Jogging Track, Power Backup, Swimming Pool, Tennis Court",7400000
Koramangala,1893,3,3.0,10.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Intercom, Swimming Pool",21290000
Bellandur,1681,3,2.0,18.0,Unfurnished,"24/7 Security, Children's Play Area, Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",10950000
Jayanagar,1025,2,2.0,9.0,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Jogging Track, Power Backup, Tennis Court",10400000
Koramangala,594,1,1.0,10.0,Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden",5890000
Yelahanka,628,1,1.0,6.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators, Landscaped Garden, Power Backup",3750000
Whitefield,1421,3,3.0,2.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Intercom, Swimming Pool",9940000
Electronic City,1300,3,2.0,14.0,Semi-Furnished,"24/7 Security, Children's Play Area, Jogging Track, Swimming Pool",5210000
Electronic City,1447,3,3.0,7.0,Semi-Furnished,"Gym, Landscaped Garden",7520000
Bellandur,920,2,2.0,1.0,Furnished,"Gym, Tennis Court",7270000
Marathahalli,1643,3,2.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",12470000
Indiranagar,653,1,1.0,0.0,Furnished,"High-Speed Elevators, Intercom, Jogging Track, Swimming Pool",7270000
Whitefield,1195,2,2.0,2.0,Semi-Furnished,"24/7 Security, Intercom, Power Backup, Swimming Pool, Tennis Court",7280000
Rajajinagar,937,2,2.0,3.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Tennis Court",9950000
Rajajinagar,564,1,1.0,3.0,Semi-Furnished,"Gym, Jogging Track, Landscaped Garden, Swimming Pool",5030000
Rajajinagar,570,1,1.0,0.0,Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Intercom",5650000
Electronic City,575,1,1.0,11.0,Furnished,"Children's Play Area, Covered Parking, Gym, Power Backup",2590000
HSR Layout,1820,3,3.0,20.0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Swimming Pool",15500000
Koramangala,576,1,1.0,2.0,Furnished,"24/7 Security, Clubhouse, Landscaped Garden, Power Backup",7340000
Sarjapur Road,1100,2,2.0,5.0,Semi-Furnished,"Clubhouse, Jogging Track, Tennis Court",7660000
Jayanagar,1084,2,2.0,13.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Power Backup, Swimming Pool",9760000
Electronic City,1618,3,2.0,9.0,Semi-Furnished,"Gym, Landscaped Garden, Power Backup",8280000
Bellandur,1705,3,3.0,13.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, Landscaped Garden, Power Backup, Tennis Court",14060000
Hebbal,994,2,1.0,9.0,Furnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Swimming Pool",8600000
HSR Layout,1311,2,2.0,0.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, High-Speed Elevators",11400000
Electronic City,1505,3,2.0,9.0,Unfurnished,"Children's Play Area, Covered Parking, Gym",7530000
Malleshwaram,1000,2,2.0,8.0,Furnished,"High-Speed Elevators, Intercom, Jogging Track",10830000
Electronic City,1267,2,2.0,0.0,Unfurnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",6140000
Koramangala,910,2,2.0,6.0,Furnished,"Children's Play Area, Intercom, Jogging Track",11510000
Sarjapur Road,1230,2,2.0,3.0,Furnished,"Clubhouse, Covered Parking, Landscaped Garden",8700000
Electronic City,1121,2,1.0,8.0,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup",4890000
Electronic City,1864,3,3.0,16.0,Semi-Furnished,"Clubhouse, Jogging Track, Landscaped Garden",8390000
Marathahalli,1162,2,2.0,4.0,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, Jogging Track, Power Backup, Tennis Court",7920000
Whitefield,1126,2,2.0,5.0,Furnished,"Intercom, Jogging Track, Landscaped Garden",6450000
Rajajinagar,1476,3,3.0,1.0,Furnished,"Children's Play Area, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",16830000
Bellandur,1895,3,2.0,4.0,Furnished,"24/7 Security, Children's Play Area, Gym, Landscaped Garden, Swimming Pool, Tennis Court",16590000
Sarjapur Road,1603,3,2.0,0.0,Unfurnished,"Children's Play Area, Covered Parking",11320000
Malleshwaram,1040,2,1.0,6.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Landscaped Garden, Power Backup",10170000
Whitefield,1509,3,3.0,3.0,Semi-Furnished,"24/7 Security, Gym, Intercom, Swimming Pool",7680000
Banashankari,1689,3,2.0,7.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Intercom, Power Backup",12330000
Sarjapur Road,580,1,1.0,15.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",3600000
HSR Layout,826,2,2.0,0.0,,"Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Power Backup, Swimming Pool, Tennis Court",6430000
Whitefield,1683,3,3.0,12.0,Unfurnished,"24/7 Security, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Tennis Court",9760000
Bellandur,2664,4,3.0,0.0,Furnished,"Children's Play Area, Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool, Tennis Court",24780000
Whitefield,2678,4,4.0,5.0,Unfurnished,"24/7 Security, Clubhouse, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",19530000
Electronic City,1300,3,3.0,7.0,Semi-Furnished,"Covered Parking, Intercom, Landscaped Garden",5760000
Marathahalli,1156,2,2.0,5.0,Unfurnished,"24/7 Security, Clubhouse, Gym, High-Speed Elevators, Jogging Track, Power Backup",6720000
Electronic City,1396,3,3.0,0.0,Furnished,"24/7 Security, Covered Parking, Intercom, Swimming Pool, Tennis Court",8340000
Electronic City,1335,3,2.0,2.0,Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",7400000
Indiranagar,836,2,1.0,0.0,Semi-Furnished,"Children's Play Area, Gym, High-Speed Elevators, Landscaped Garden, Power Backup",11490000
Bellandur,1601,3,3.0,0.0,Furnished,"Gym, Intercom, Landscaped Garden, Tennis Court",12590000
Whitefield,1453,3,3.0,1.0,Unfurnished,"24/7 Security, Covered Parking",7910000
Jayanagar,1301,2,1.0,3.0,Unfurnished,"Children's Play Area, Gym, Landscaped Garden, Power Backup",15860000
Koramangala,1864,3,3.0,3.0,Furnished,"Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool",29420000
Thanisandra,902,2,2.0,8.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Intercom",4950000
Yelahanka,2757,4,4.0,2.0,Unfurnished,"24/7 Security, Covered Parking, Jogging Track, Swimming Pool",17160000
HSR Layout,1161,2,2.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Jogging Track, Swimming Pool",10640000
Yelahanka,1622,3,2.0,7.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Intercom, Power Backup, Tennis Court",9560000
Thanisandra,1807,3,2.0,5.0,Semi-Furnished,"24/7 Security, Tennis Court",10620000
Bellandur,2667,4,3.0,3.0,Unfurnished,"Gym, High-Speed Elevators, Intercom, Tennis Court",19500000
Electronic City,1322,2,2.0,21.0,Unfurnished,"Clubhouse, Gym, Intercom, Jogging Track, Power Backup, Swimming Pool",4810000
Bellandur,1099,2,2.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Jogging Track, Swimming Pool, Tennis Court",8720000
Marathahalli,4501,5,5.0,0.0,Unfurnished,"Covered Parking, Landscaped Garden",34560000
Malleshwaram,1224,2,2.0,1.0,Unfurnished,"Clubhouse, High-Speed Elevators, Intercom",13490000
Hebbal,1154,2,2.0,3.0,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Power Backup, Swimming Pool, Tennis Court",9810000
Marathahalli,981,2,2.0,17.0,Semi-Furnished,"Intercom, Landscaped Garden, Swimming Pool",5160000
Bellandur,1696,3,2.0,3.0,,"Children's Play Area, Clubhouse, Covered Parking, Gym, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",13150000
Marathahalli,2781,4,3.0,7.0,Furnished,"Gym, High-Speed Elevators, Intercom, Landscaped Garden, Swimming Pool",18250000
Whitefield,2119,4,4.0,25.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",10850000
Yelahanka,2100,4,3.0,0.0,Furnished,"24/7 Security, Clubhouse, Jogging Track",13500000
HSR Layout,1457,3,3.0,4.0,Semi-Furnished,"Children's Play Area, Intercom, Landscaped Garden",14300000
Hebbal,1761,3,2.0,1.0,Furnished,"24/7 Security, High-Speed Elevators, Tennis Court",15640000
Indiranagar,1582,3,3.0,,Unfurnished,"24/7 Security, Covered Parking, Power Backup, Swimming Pool",16880000
Bellandur,2014,3,2.0,0.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Power Backup, Swimming Pool",14980000
Marathahalli,1007,2,2.0,23.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool, Tennis Court",5080000
Yelahanka,696,1,1.0,1.0,Semi-Furnished,"Gym, Intercom, Tennis Court",3750000
Indiranagar,1735,3,3.0,6.0,Semi-Furnished,"Clubhouse, Gym, Landscaped Garden, Swimming Pool",24730000
Hebbal,2694,4,3.0,3.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool",27750000
Bellandur,1578,3,3.0,0.0,Semi-Furnished,"Children's Play Area, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",12940000
HSR Layout,1904,3,3.0,10.0,Furnished,"Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",19370000
Electronic City,1074,2,2.0,3.0,Furnished,"Covered Parking, Swimming Pool, Tennis Court",5580000
Whitefield,2847,4,4.0,3.0,Semi-Furnished,"Intercom, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",18210000
Electronic City,1072,2,2.0,5.0,Semi-Furnished,"Gym, High-Speed Elevators, Intercom, Swimming Pool",5040000
Koramangala,1781,3,2.0,18.0,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Swimming Pool",17340000
Whitefield,925,2,2.0,28.0,Unfurnished,"Covered Parking, High-Speed Elevators, Intercom, Power Backup",4520000
Whitefield,2536,4,4.0,8.0,Furnished,"High-Speed Elevators, Jogging Track, Power Backup, Tennis Court",16760000
Whitefield,943,2,2.0,3.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",7090000
Marathahalli,1069,2,2.0,5.0,Semi-Furnished,"Power Backup, Tennis Court",7580000
Hebbal,1127,2,2.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom, Jogging Track",11290000
Whitefield,3113,5,5.0,0.0,Unfurnished,"Clubhouse, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",21620000
Hebbal,1497,3,3.0,12.0,Semi-Furnished,"Children's Play Area, Gym",12030000
Malleshwaram,1061,2,2.0,4.0,Semi-Furnished,"Children's Play Area, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",11560000
Banashankari,1615,3,2.0,0.0,Unfurnished,"Covered Parking, Gym, Intercom, Landscaped Garden, Power Backup, Tennis Court",13100000
Whitefield,584,1,1.0,9.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",3460000
Whitefield,1124,2,2.0,11.0,Unfurnished,"Children's Play Area, Power Backup, Tennis Court",5690000
Bellandur,810,1,1.0,7.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Jogging Track",5300000
Koramangala,1417,3,,7.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Landscaped Garden, Swimming Pool",16430000
Marathahalli,1755,3,3.0,10.0,Unfurnished,"Covered Parking, Swimming Pool",11210000
Whitefield,1300,3,2.0,3.0,Semi-Furnished,"Clubhouse, Intercom",8440000
Thanisandra,457,1,1.0,12.0,Semi-Furnished,"Gym, Jogging Track, Tennis Court",2530000
Rajajinagar,3587,5,5.0,8.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Landscaped Garden, Tennis Court",36530000
Thanisandra,1631,3,2.0,10.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",11230000
Marathahalli,2310,4,4.0,8.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym",15360000
Marathahalli,1007,2,2.0,8.0,Unfurnished,"Covered Parking, Landscaped Garden, Power Backup",6760000
Electronic City,1483,3,3.0,19.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, Intercom, Power Backup",6330000
Koramangala,501,1,1.0,9.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Landscaped Garden, Tennis Court",6320000
Marathahalli,1200,2,1.0,2.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",7400000
Indiranagar,1153,2,2.0,6.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, Power Backup, Tennis Court",12930000
Jayanagar,649,1,1.0,27.0,Semi-Furnished,"Clubhouse, Swimming Pool",5840000
Koramangala,593,1,1.0,1.0,Unfurnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Power Backup",6840000
Marathahalli,2859,4,4.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Landscaped Garden, Swimming Pool",19490000
Yelahanka,1689,3,2.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool",11930000
Marathahalli,1530,3,3.0,0.0,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Power Backup, Swimming Pool, Tennis Court",12180000
HSR Layout,1782,3,2.0,0.0,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Landscaped Garden, Power Backup",16870000
Rajajinagar,1271,2,1.0,0.0,Semi-Furnished,"24/7 Security, Clubhouse, Jogging Track, Landscaped Garden, Tennis Court",10790000
Marathahalli,629,1,1.0,4.0,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, Landscaped Garden, Swimming Pool, Tennis Court",4060000
