Location,Area,BHK,Bathrooms,Property Age,Furnishing Status,Amenities,Price,price_per_sqft,property_age_group,luxury_score
Electronic City,1300,3,2,1,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Intercom, Landscaped Garden, Tennis Court",6380000.0,4907.69,New (0-3 yrs),4.55
Whitefield,2516,4,4,13,Unfurnished,"Clubhouse, Covered Parking, High-Speed Elevators, Jogging Track",13020000.0,5174.88,Established (11-20 yrs),3.21
Yelahanka,1707,3,2,12,Unfurnished,"24/7 Security, Covered Parking, High-Speed Elevators",8570000.0,5020.5,Established (11-20 yrs),2.32
Thanisandra,1139,2,2,10,Semi-Furnished,"24/7 Security, Intercom, Jogging Track, Power Backup",7410000.0,6505.71,Modern (4-10 yrs),2.41
HSR Layout,903,2,2,4,Semi-Furnished,"Intercom, Power Backup, Tennis Court",7580000.0,8394.24,Modern (4-10 yrs),2.41
Sarjapur Road,1544,3,3,14,Furnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool",9950000.0,6444.3,Established (11-20 yrs),5.27
Electronic City,2733,4,4,2,Unfurnished,"Children's Play Area, Covered Parking, Gym, Jogging Track, Landscaped Garden, Tennis Court",14700000.0,5378.7,New (0-3 yrs),4.82
Yelahanka,610,1,1,8,Semi-Furnished,"Swimming Pool, Tennis Court",3170000.0,5196.72,Modern (4-10 yrs),2.59
Whitefield,1026,2,2,12,Furnished,"24/7 Security, Swimming Pool",5290000.0,5155.95,Established (11-20 yrs),2.05
Whitefield,2960,4,4,2,Semi-Furnished,"24/7 Security, Clubhouse, High-Speed Elevators, Intercom, Landscaped Garden, Swimming Pool, Tennis Court",18990000.0,6415.54,New (0-3 yrs),6.52
Whitefield,2974,4,3,6,Semi-Furnished,"Clubhouse, Covered Parking, Gym, Landscaped Garden, Swimming Pool",16410000.0,5517.82,Modern (4-10 yrs),4.82
Bellandur,1841,3,3,7,Unfurnished,"Covered Parking, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Tennis Court",12300000.0,6681.15,Modern (4-10 yrs),5.71
Whitefield,2568,4,3,8,Unfurnished,"Covered Parking, High-Speed Elevators, Landscaped Garden",13520000.0,5264.8,Modern (4-10 yrs),2.41
Rajajinagar,1811,3,2,2,Semi-Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Intercom, Swimming Pool",17770000.0,9812.26,New (0-3 yrs),4.02
Hebbal,1297,2,2,2,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Landscaped Garden, Tennis Court",9810000.0,7563.61,New (0-3 yrs),4.73
HSR Layout,2012,3,3,0,Furnished,"Children's Play Area, High-Speed Elevators, Landscaped Garden, Swimming Pool",20140000.0,10009.94,New (0-3 yrs),3.66
Banashankari,1623,3,2,3,Semi-Furnished,"Clubhouse, Covered Parking, Intercom, Swimming Pool",11210000.0,6906.96,New (0-3 yrs),3.57
Marathahalli,3717,5,4,2,Furnished,"Gym, Jogging Track, Swimming Pool",30460000.0,8194.78,New (0-3 yrs),2.77
Sarjapur Road,1206,2,2,7,Semi-Furnished,"Covered Parking, High-Speed Elevators, Jogging Track, Swimming Pool, Tennis Court",8600000.0,7131.01,Modern (4-10 yrs),4.73
Whitefield,1121,2,1,8,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",6770000.0,6039.25,Modern (4-10 yrs),8.39
Marathahalli,1724,3,2,7,Furnished,"24/7 Security, Jogging Track, Landscaped Garden, Power Backup",11130000.0,6455.92,Modern (4-10 yrs),2.77
Whitefield,1003,2,2,0,Unfurnished,"Children's Play Area, Clubhouse, Intercom, Power Backup",4650000.0,4636.09,New (0-3 yrs),2.86
Koramangala,1047,2,2,14,Semi-Furnished,"Power Backup, Swimming Pool",11030000.0,10534.86,Established (11-20 yrs),2.05
Hebbal,1592,3,3,4,Semi-Furnished,"24/7 Security, Power Backup, Swimming Pool, Tennis Court",11590000.0,7280.15,Modern (4-10 yrs),4.02
Yelahanka,3100,5,4,1,Semi-Furnished,"24/7 Security, Clubhouse, Intercom, Swimming Pool",20950000.0,6758.06,New (0-3 yrs),3.57
Malleshwaram,1865,3,2,5,Semi-Furnished,"Clubhouse, High-Speed Elevators, Jogging Track, Swimming Pool",19340000.0,10369.97,Modern (4-10 yrs),3.84
Sarjapur Road,905,2,2,20,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Swimming Pool, Tennis Court",5200000.0,5745.86,Established (11-20 yrs),6.34
Indiranagar,1567,3,2,1,Furnished,"High-Speed Elevators, Jogging Track, Swimming Pool",19630000.0,12527.12,New (0-3 yrs),2.77
HSR Layout,1428,3,2,4,Unfurnished,"Gym, Power Backup, Swimming Pool",11540000.0,8081.23,Modern (4-10 yrs),2.95
Whitefield,894,2,2,1,Unfurnished,"24/7 Security, Intercom, Power Backup",4720000.0,5279.64,New (0-3 yrs),1.88
Rajajinagar,1794,3,3,6,Furnished,"Gym, Intercom, Swimming Pool",14810000.0,8255.3,Modern (4-10 yrs),2.68
Whitefield,700,1,1,3,Unfurnished,"24/7 Security, Covered Parking, Gym, Landscaped Garden, Swimming Pool",3670000.0,5242.86,New (0-3 yrs),4.46
Electronic City,1477,3,3,7,Semi-Furnished,"24/7 Security, Clubhouse, Gym, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",7550000.0,5111.71,Modern (4-10 yrs),6.79
Koramangala,1194,2,2,2,Semi-Furnished,"Gym, Landscaped Garden, Tennis Court",14840000.0,12428.81,New (0-3 yrs),2.95
Whitefield,1540,3,2,7,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Jogging Track",7290000.0,4733.77,Modern (4-10 yrs),3.84
Thanisandra,452,1,1,4,Semi-Furnished,"24/7 Security, Covered Parking, Gym",2770000.0,6128.32,Modern (4-10 yrs),2.32
Sarjapur Road,760,1,1,4,Semi-Furnished,"Clubhouse, Covered Parking, Gym, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",5390000.0,7092.11,Modern (4-10 yrs),6.61
Bellandur,2296,4,3,5,Semi-Furnished,"Covered Parking, Intercom, Jogging Track",18080000.0,7874.56,Modern (4-10 yrs),1.7
Whitefield,585,1,1,0,Semi-Furnished,"Children's Play Area, Landscaped Garden, Power Backup, Tennis Court",2960000.0,5059.83,New (0-3 yrs),3.39
Whitefield,660,1,1,0,Semi-Furnished,"Children's Play Area, Landscaped Garden",3580000.0,5424.24,New (0-3 yrs),1.43
Koramangala,965,2,2,1,Semi-Furnished,"Children's Play Area, Clubhouse, Jogging Track, Swimming Pool",10340000.0,10715.03,New (0-3 yrs),3.57
Jayanagar,1685,3,2,5,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Landscaped Garden",17720000.0,10516.32,Modern (4-10 yrs),4.11
Thanisandra,4119,5,5,3,Unfurnished,"Clubhouse, High-Speed Elevators, Landscaped Garden, Swimming Pool, Tennis Court",28360000.0,6885.17,New (0-3 yrs),5.36
Bellandur,1309,2,2,15,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool",10010000.0,7647.06,Established (11-20 yrs),5.18
HSR Layout,1660,3,3,0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Power Backup",18230000.0,10981.93,New (0-3 yrs),3.21
Yelahanka,1110,2,2,4,Unfurnished,"Covered Parking, Gym, Power Backup, Swimming Pool",6250000.0,5630.63,Modern (4-10 yrs),3.66
Whitefield,1363,3,3,2,Furnished,"24/7 Security, Clubhouse, Intercom, Tennis Court",8640000.0,6338.96,New (0-3 yrs),3.48
Rajajinagar,1037,2,2,16,Furnished,"24/7 Security, Gym, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden",9080000.0,8756.03,Established (11-20 yrs),4.29
Rajajinagar,1805,3,2,0,Semi-Furnished,"Gym, High-Speed Elevators, Jogging Track",19850000.0,10997.23,New (0-3 yrs),2.32
Thanisandra,1013,2,1,10,Furnished,"24/7 Security, Clubhouse, Covered Parking, Tennis Court",6170000.0,6090.82,Modern (4-10 yrs),3.75
Koramangala,872,2,1,2,Semi-Furnished,"Covered Parking, Jogging Track, Landscaped Garden, Swimming Pool",10860000.0,12454.13,New (0-3 yrs),3.39
Banashankari,570,1,1,3,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Jogging Track, Landscaped Garden, Tennis Court",3060000.0,5368.42,New (0-3 yrs),5.54
Sarjapur Road,1810,3,3,4,Semi-Furnished,"Covered Parking, Tennis Court",14200000.0,7845.3,Modern (4-10 yrs),1.96
HSR Layout,1824,3,3,0,Semi-Furnished,"Clubhouse, Covered Parking, Power Backup, Swimming Pool",21360000.0,11710.53,New (0-3 yrs),3.84
Sarjapur Road,1127,2,2,2,Semi-Furnished,"Gym, Intercom, Jogging Track, Power Backup",7830000.0,6947.65,New (0-3 yrs),2.59
Electronic City,2562,4,4,2,Furnished,"Clubhouse, Tennis Court",13240000.0,5167.84,New (0-3 yrs),2.32
Sarjapur Road,1329,2,2,0,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Landscaped Garden",9530000.0,7170.81,New (0-3 yrs),3.3
Indiranagar,1102,2,2,6,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Power Backup",11710000.0,10626.13,Modern (4-10 yrs),4.46
Marathahalli,1681,3,2,0,Semi-Furnished,"24/7 Security, Clubhouse, Intercom, Jogging Track, Power Backup",11030000.0,6561.57,New (0-3 yrs),3.48
Malleshwaram,1028,2,2,1,Semi-Furnished,"Children's Play Area, Clubhouse, Landscaped Garden, Swimming Pool, Tennis Court",12860000.0,12509.73,New (0-3 yrs),5.09
Hebbal,450,1,1,4,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Intercom",3380000.0,7511.11,Modern (4-10 yrs),1.96
HSR Layout,1402,3,2,10,Furnished,"High-Speed Elevators, Landscaped Garden",13630000.0,9721.83,Modern (4-10 yrs),1.7
Electronic City,803,2,2,16,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Tennis Court",3390000.0,4221.67,Established (11-20 yrs),3.93
Thanisandra,1631,3,2,10,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",11230000.0,6885.35,Modern (4-10 yrs),7.68
Whitefield,1799,3,3,2,Unfurnished,"24/7 Security, Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",10880000.0,6047.8,New (0-3 yrs),7.05
Hebbal,1900,3,3,1,Furnished,"24/7 Security, High-Speed Elevators, Intercom, Jogging Track, Swimming Pool, Tennis Court",19720000.0,10378.95,New (0-3 yrs),5.18
Koramangala,1108,2,2,4,Semi-Furnished,"Children's Play Area, Gym, High-Speed Elevators",10460000.0,9440.43,Modern (4-10 yrs),2.41
Jayanagar,1408,3,3,12,Unfurnished,"High-Speed Elevators, Landscaped Garden, Power Backup",14900000.0,10582.39,Established (11-20 yrs),2.41
HSR Layout,532,1,1,5,Semi-Furnished,"24/7 Security, Covered Parking, Swimming Pool",4630000.0,8703.01,Modern (4-10 yrs),2.77
Whitefield,450,1,1,8,Semi-Furnished,"Children's Play Area, Jogging Track, Swimming Pool, Tennis Court",2400000.0,5333.33,Modern (4-10 yrs),3.75
Sarjapur Road,1123,2,2,2,Semi-Furnished,"24/7 Security, High-Speed Elevators, Intercom, Power Backup",7720000.0,6874.44,New (0-3 yrs),2.77
Whitefield,2023,3,3,11,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Gym, Intercom, Jogging Track, Tennis Court",10090000.0,4987.64,Established (11-20 yrs),6.25
Koramangala,1709,3,3,1,Unfurnished,"24/7 Security, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Swimming Pool, Tennis Court",20610000.0,12059.68,New (0-3 yrs),6.16
Yelahanka,1419,3,2,5,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",9720000.0,6849.89,Modern (4-10 yrs),6.7
Bellandur,1668,3,3,5,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators",13050000.0,7823.74,Modern (4-10 yrs),4.2
Yelahanka,1710,3,3,2,Semi-Furnished,"Children's Play Area, Clubhouse, Swimming Pool, Tennis Court",9790000.0,5725.15,New (0-3 yrs),4.29
Koramangala,960,2,2,2,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",13740000.0,14312.5,New (0-3 yrs),6.52
Whitefield,2100,4,4,3,Semi-Furnished,"Covered Parking, Gym, Landscaped Garden, Swimming Pool",13850000.0,6595.24,New (0-3 yrs),3.75
Indiranagar,995,2,1,5,Semi-Furnished,"Clubhouse, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",11900000.0,11959.8,Modern (4-10 yrs),5.71
Malleshwaram,696,1,1,1,Furnished,"Children's Play Area, Clubhouse, Gym, Power Backup, Swimming Pool, Tennis Court",7470000.0,10732.76,New (0-3 yrs),5.89
Sarjapur Road,1878,3,2,20,Unfurnished,"Clubhouse, Covered Parking, High-Speed Elevators, Jogging Track, Power Backup, Swimming Pool, Tennis Court",11690000.0,6224.71,Established (11-20 yrs),6.52
Bellandur,1239,2,2,1,Semi-Furnished,"Clubhouse, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",8150000.0,6577.89,New (0-3 yrs),4.2
Electronic City,1433,3,3,0,Unfurnished,"Covered Parking, High-Speed Elevators, Intercom, Jogging Track",6320000.0,4410.33,New (0-3 yrs),2.59
Bellandur,1226,2,2,2,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",8750000.0,7137.03,New (0-3 yrs),7.23
Marathahalli,1241,2,2,1,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Swimming Pool",7710000.0,6212.73,New (0-3 yrs),6.79
Whitefield,1032,2,1,10,Furnished,"Children's Play Area, Clubhouse, Intercom, Landscaped Garden, Swimming Pool",5400000.0,5232.56,Modern (4-10 yrs),4.29
Marathahalli,1616,3,2,5,Semi-Furnished,"24/7 Security, Clubhouse, Power Backup",9770000.0,6045.79,Modern (4-10 yrs),2.5
Indiranagar,1307,3,3,2,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Intercom, Jogging Track, Power Backup, Tennis Court",20390000.0,15600.61,New (0-3 yrs),5.89
Whitefield,1569,3,3,1,Semi-Furnished,"Children's Play Area, Covered Parking, Intercom, Power Backup, Swimming Pool",8960000.0,5710.64,New (0-3 yrs),3.84
Malleshwaram,1836,3,3,26,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",14150000.0,7706.97,Old (20+ yrs),6.61
Marathahalli,1198,2,2,22,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Intercom",6300000.0,5258.76,Old (20+ yrs),3.93
Whitefield,584,1,1,7,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Intercom, Power Backup, Swimming Pool",3310000.0,5667.81,Modern (4-10 yrs),4.91
Marathahalli,1300,3,2,9,Semi-Furnished,"Clubhouse, Intercom, Jogging Track, Landscaped Garden, Power Backup",7400000.0,5692.31,Modern (4-10 yrs),3.57
Rajajinagar,1822,3,2,4,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Landscaped Garden",18930000.0,10389.68,Modern (4-10 yrs),4.29
Rajajinagar,1159,2,2,13,Unfurnished,"Covered Parking, High-Speed Elevators, Power Backup, Swimming Pool",10630000.0,9171.7,Established (11-20 yrs),3.66
HSR Layout,1794,3,3,1,Semi-Furnished,"Gym, Swimming Pool",16840000.0,9386.85,New (0-3 yrs),2.23
Whitefield,800,2,2,1,Semi-Furnished,"Clubhouse, Jogging Track, Landscaped Garden, Swimming Pool",4420000.0,5525.0,New (0-3 yrs),3.75
Bellandur,562,1,1,0,Furnished,"24/7 Security, Gym, High-Speed Elevators, Jogging Track, Power Backup",3980000.0,7081.85,New (0-3 yrs),3.75
Jayanagar,1015,2,2,1,Furnished,"Children's Play Area, Clubhouse, Jogging Track",12850000.0,12660.1,New (0-3 yrs),2.23
Electronic City,742,1,1,3,Semi-Furnished,"Covered Parking, High-Speed Elevators, Intercom, Power Backup, Swimming Pool",3470000.0,4676.55,New (0-3 yrs),4.11
HSR Layout,1676,3,3,0,Furnished,"Covered Parking, Gym, High-Speed Elevators, Intercom, Power Backup, Tennis Court",19000000.0,11336.52,New (0-3 yrs),4.91
HSR Layout,1132,2,2,8,Semi-Furnished,"Children's Play Area, Gym, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",9980000.0,8816.25,Modern (4-10 yrs),5.45
Indiranagar,2100,4,3,1,Semi-Furnished,"24/7 Security, Clubhouse, Intercom",28230000.0,13442.86,New (0-3 yrs),2.23
Rajajinagar,697,1,1,1,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Intercom, Power Backup",7410000.0,10631.28,New (0-3 yrs),3.66
Koramangala,918,2,2,3,Furnished,"Gym, Intercom, Landscaped Garden",12380000.0,13485.84,New (0-3 yrs),2.14
Koramangala,617,1,1,1,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Jogging Track",6620000.0,10729.34,New (0-3 yrs),3.84
Electronic City,1055,2,2,23,Unfurnished,"24/7 Security, High-Speed Elevators, Intercom",4300000.0,4075.83,Old (20+ yrs),2.05
Hebbal,961,2,2,9,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Jogging Track, Swimming Pool",7880000.0,8199.79,Modern (4-10 yrs),4.29
Electronic City,1854,3,3,1,Unfurnished,"Clubhouse, Gym, Power Backup, Swimming Pool",9660000.0,5210.36,New (0-3 yrs),4.02
Marathahalli,1300,3,3,11,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden",8060000.0,6200.0,Established (11-20 yrs),4.2
Electronic City,1217,2,2,4,Furnished,"Covered Parking, High-Speed Elevators, Power Backup, Swimming Pool",6780000.0,5571.08,Modern (4-10 yrs),3.66
Hebbal,2208,4,3,7,Semi-Furnished,"24/7 Security, Covered Parking, Power Backup, Swimming Pool",20120000.0,9112.32,Modern (4-10 yrs),3.48
HSR Layout,569,1,1,0,Semi-Furnished,"Children's Play Area, Intercom, Landscaped Garden",5480000.0,9630.93,New (0-3 yrs),1.88
Marathahalli,1012,2,2,6,Furnished,"Covered Parking, High-Speed Elevators, Jogging Track, Power Backup, Swimming Pool",6230000.0,6156.13,Modern (4-10 yrs),4.2
Bellandur,1274,2,2,7,Semi-Furnished,"Jogging Track, Landscaped Garden",9430000.0,7401.88,Modern (4-10 yrs),1.34
Electronic City,1028,2,2,8,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Jogging Track",4560000.0,4435.8,Modern (4-10 yrs),2.95
Jayanagar,2583,4,4,1,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Power Backup, Tennis Court",32030000.0,12400.31,New (0-3 yrs),4.38
Sarjapur Road,1356,2,2,16,Semi-Furnished,"Clubhouse, Power Backup, Tennis Court",8090000.0,5966.08,Established (11-20 yrs),3.04
Indiranagar,1120,2,1,3,Semi-Furnished,"Children's Play Area, Gym, Tennis Court",15460000.0,13803.57,New (0-3 yrs),2.77
Hebbal,2057,3,2,3,Unfurnished,"Children's Play Area, Clubhouse, Gym, Power Backup",20240000.0,9839.57,New (0-3 yrs),3.3
Electronic City,2436,4,3,1,Furnished,"24/7 Security, Clubhouse, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",13290000.0,5455.67,New (0-3 yrs),5.54
Sarjapur Road,1041,2,1,0,Furnished,"Gym, High-Speed Elevators, Power Backup",6750000.0,6484.15,New (0-3 yrs),2.5
Koramangala,1084,2,2,0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",13990000.0,12905.9,New (0-3 yrs),5.62
HSR Layout,1022,2,2,4,Semi-Furnished,"24/7 Security, Covered Parking, Jogging Track, Power Backup",8680000.0,8493.15,Modern (4-10 yrs),2.68
Whitefield,611,1,1,5,Unfurnished,"High-Speed Elevators, Intercom, Swimming Pool",2770000.0,4533.55,Modern (4-10 yrs),2.68
Yelahanka,2509,4,3,9,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Landscaped Garden, Power Backup, Tennis Court",15670000.0,6245.52,Modern (4-10 yrs),5.27
Banashankari,1611,3,3,4,Semi-Furnished,"Gym, Tennis Court",10550000.0,6548.73,Modern (4-10 yrs),2.14
Jayanagar,1187,2,2,5,Furnished,"24/7 Security, Covered Parking, Intercom, Tennis Court",14870000.0,12527.38,Modern (4-10 yrs),3.12
Koramangala,1102,2,1,7,Unfurnished,"24/7 Security, High-Speed Elevators, Jogging Track",13090000.0,11878.4,Modern (4-10 yrs),2.14
Hebbal,603,1,1,1,Unfurnished,"Children's Play Area, Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",4370000.0,7247.1,New (0-3 yrs),4.91
Bellandur,686,1,1,15,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Jogging Track, Swimming Pool, Tennis Court",4610000.0,6720.12,Established (11-20 yrs),5.98
HSR Layout,1111,2,2,8,Unfurnished,"Children's Play Area, Clubhouse, Landscaped Garden",8530000.0,7677.77,Modern (4-10 yrs),2.5
Sarjapur Road,1633,3,3,2,Semi-Furnished,"Covered Parking, Intercom, Swimming Pool",11320000.0,6932.03,New (0-3 yrs),2.5
Indiranagar,1431,3,3,7,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Jogging Track, Swimming Pool, Tennis Court",19210000.0,13424.18,Modern (4-10 yrs),5.36
Thanisandra,1104,2,2,2,Unfurnished,"Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden",6290000.0,5697.46,New (0-3 yrs),2.86
HSR Layout,878,2,2,2,Semi-Furnished,"Intercom, Power Backup, Tennis Court",8300000.0,9453.3,New (0-3 yrs),2.41
Hebbal,2576,4,4,8,Semi-Furnished,"24/7 Security, High-Speed Elevators, Landscaped Garden",20180000.0,7833.85,Modern (4-10 yrs),2.41
Hebbal,2284,3,3,18,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",18480000.0,8091.07,Established (11-20 yrs),7.59
Yelahanka,522,1,1,16,Unfurnished,"Clubhouse, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",2810000.0,5383.14,Established (11-20 yrs),6.16
Marathahalli,585,1,1,3,Unfurnished,"Clubhouse, Gym, Jogging Track, Swimming Pool, Tennis Court",3590000.0,6136.75,New (0-3 yrs),5.09
